,algorithm,circ_num_gates,circ_q_count,circuit,clifford_count,depth,non_clifford,overall_gate_count,time_diff[s],two_qubit_count
923,pyzx,50.0,5.0,qubits/i_31_num_qubits_5,63.0,44.0,13.0,76.0,-0.07787346839904785,20.0
924,default,50.0,5.0,qubits/i_32_num_qubits_5,59.0,26.0,17.0,76.0,-4.76837158203125e-07,13.0
925,tket,50.0,5.0,qubits/i_32_num_qubits_5,60.0,36.0,7.0,67.0,-0.05462932586669922,9.0
926,qiskit,50.0,5.0,qubits/i_32_num_qubits_5,57.0,24.0,17.0,74.0,-0.019991636276245117,11.0
927,tpar,50.0,5.0,qubits/i_32_num_qubits_5,73.0,37.0,9.0,82.0,-0.07634115219116211,27.0
928,voqc,50.0,5.0,qubits/i_32_num_qubits_5,77.0,30.0,7.0,84.0,-0.16890287399291992,11.0
929,qfast,50.0,5.0,qubits/i_32_num_qubits_5,60.0,84.0,80.0,140.0,-61.68347191810608,20.0
930,pyzx,50.0,5.0,qubits/i_32_num_qubits_5,39.0,26.0,7.0,46.0,-0.0658261775970459,16.0
931,default,50.0,5.0,qubits/i_33_num_qubits_5,56.0,24.0,18.0,74.0,-4.76837158203125e-07,9.0
932,tket,50.0,5.0,qubits/i_33_num_qubits_5,50.0,27.0,10.0,60.0,-0.05142784118652344,9.0
933,qiskit,50.0,5.0,qubits/i_33_num_qubits_5,56.0,24.0,18.0,74.0,-0.01695871353149414,9.0
934,tpar,50.0,5.0,qubits/i_33_num_qubits_5,54.0,27.0,10.0,64.0,-0.1322648525238037,10.0
935,voqc,50.0,5.0,qubits/i_33_num_qubits_5,80.0,36.0,10.0,90.0,-0.10837125778198242,9.0
936,qfast,50.0,5.0,qubits/i_33_num_qubits_5,135.0,135.0,175.0,310.0,-321.6067261695862,45.0
937,pyzx,50.0,5.0,qubits/i_33_num_qubits_5,43.0,26.0,10.0,53.0,-0.06121397018432617,15.0
938,default,50.0,5.0,qubits/i_34_num_qubits_5,55.0,27.0,15.0,70.0,-4.76837158203125e-07,12.0
939,tket,50.0,5.0,qubits/i_34_num_qubits_5,72.0,32.0,11.0,83.0,-0.0561678409576416,10.0
940,qiskit,50.0,5.0,qubits/i_34_num_qubits_5,55.0,27.0,15.0,70.0,-0.017379045486450195,12.0
941,tpar,50.0,5.0,qubits/i_34_num_qubits_5,88.0,57.0,11.0,99.0,-0.14372658729553223,49.0
942,voqc,50.0,5.0,qubits/i_34_num_qubits_5,77.0,40.0,11.0,88.0,-0.10865187644958496,12.0
943,qfast,50.0,5.0,qubits/i_34_num_qubits_5,120.0,187.0,158.0,278.0,-352.4572968482971,40.0
944,pyzx,50.0,5.0,qubits/i_34_num_qubits_5,59.0,38.0,11.0,70.0,-0.06699228286743164,23.0
945,default,50.0,5.0,qubits/i_35_num_qubits_5,69.0,36.0,11.0,80.0,-4.76837158203125e-07,14.0
946,tket,50.0,5.0,qubits/i_35_num_qubits_5,52.0,28.0,7.0,59.0,-0.11336278915405273,13.0
947,qiskit,50.0,5.0,qubits/i_35_num_qubits_5,69.0,36.0,11.0,80.0,-0.01912093162536621,14.0
948,tpar,50.0,5.0,qubits/i_35_num_qubits_5,84.0,43.0,7.0,91.0,-0.07882523536682129,37.0
949,voqc,50.0,5.0,qubits/i_35_num_qubits_5,110.0,55.0,7.0,117.0,-0.11426115036010742,14.0
950,qfast,50.0,5.0,qubits/i_35_num_qubits_5,99.0,126.0,133.0,232.0,-332.10864067077637,33.0
951,pyzx,50.0,5.0,qubits/i_35_num_qubits_5,64.0,37.0,7.0,71.0,-0.0757596492767334,31.0
952,default,50.0,5.0,qubits/i_36_num_qubits_5,70.0,28.0,10.0,80.0,-4.76837158203125e-07,15.0
953,tket,50.0,5.0,qubits/i_36_num_qubits_5,42.0,19.0,8.0,50.0,-0.05043148994445801,10.0
954,qiskit,50.0,5.0,qubits/i_36_num_qubits_5,68.0,26.0,10.0,78.0,-0.020954608917236328,13.0
955,tpar,50.0,5.0,qubits/i_36_num_qubits_5,65.0,31.0,8.0,73.0,-0.07341527938842773,19.0
956,voqc,50.0,5.0,qubits/i_36_num_qubits_5,98.0,38.0,8.0,106.0,-0.11347699165344238,11.0
957,qfast,50.0,5.0,qubits/i_36_num_qubits_5,81.0,98.0,109.0,190.0,-71.40056872367859,27.0
958,pyzx,50.0,5.0,qubits/i_36_num_qubits_5,44.0,28.0,8.0,52.0,-0.06333684921264648,20.0
959,default,50.0,5.0,qubits/i_37_num_qubits_5,68.0,29.0,12.0,80.0,-4.76837158203125e-07,11.0
960,tket,50.0,5.0,qubits/i_37_num_qubits_5,42.0,22.0,8.0,50.0,-0.05118751525878906,10.0
961,qiskit,50.0,5.0,qubits/i_37_num_qubits_5,68.0,29.0,12.0,80.0,-0.01804661750793457,11.0
962,tpar,50.0,5.0,qubits/i_37_num_qubits_5,68.0,33.0,8.0,76.0,-0.07509493827819824,25.0
963,voqc,50.0,5.0,qubits/i_37_num_qubits_5,82.0,37.0,8.0,90.0,-0.10893416404724121,11.0
964,qfast,50.0,5.0,qubits/i_37_num_qubits_5,99.0,109.0,133.0,232.0,-275.6343994140625,33.0
965,pyzx,50.0,5.0,qubits/i_37_num_qubits_5,65.0,45.0,8.0,73.0,-0.133101224899292,34.0
966,default,50.0,5.0,qubits/i_38_num_qubits_5,60.0,35.0,10.0,70.0,-4.76837158203125e-07,18.0
967,tket,50.0,5.0,qubits/i_38_num_qubits_5,46.0,26.0,10.0,56.0,-0.05240964889526367,13.0
968,qiskit,50.0,5.0,qubits/i_38_num_qubits_5,58.0,34.0,10.0,68.0,-0.019693613052368164,16.0
969,tpar,50.0,5.0,qubits/i_38_num_qubits_5,103.0,65.0,6.0,109.0,-0.08616113662719727,69.0
970,voqc,50.0,5.0,qubits/i_38_num_qubits_5,80.0,49.0,6.0,86.0,-0.10874414443969727,16.0
971,qfast,50.0,5.0,qubits/i_38_num_qubits_5,57.0,64.0,79.0,136.0,-61.53596901893616,19.0
972,pyzx,50.0,5.0,qubits/i_38_num_qubits_5,57.0,33.0,6.0,63.0,-0.12945866584777832,31.0
973,default,50.0,5.0,qubits/i_39_num_qubits_5,70.0,42.0,10.0,80.0,-4.76837158203125e-07,16.0
974,tket,50.0,5.0,qubits/i_39_num_qubits_5,48.0,30.0,8.0,56.0,-0.05352187156677246,14.0
975,qiskit,50.0,5.0,qubits/i_39_num_qubits_5,70.0,42.0,10.0,80.0,-0.0206911563873291,16.0
976,tpar,50.0,5.0,qubits/i_39_num_qubits_5,90.0,64.0,8.0,98.0,-0.0829932689666748,46.0
977,voqc,50.0,5.0,qubits/i_39_num_qubits_5,101.0,61.0,8.0,109.0,-0.11575961112976074,16.0
978,qfast,50.0,5.0,qubits/i_39_num_qubits_5,72.0,102.0,100.0,172.0,-115.26299500465393,24.0
979,pyzx,50.0,5.0,qubits/i_39_num_qubits_5,51.0,35.0,6.0,57.0,-0.06589293479919434,25.0
980,default,50.0,5.0,qubits/i_40_num_qubits_5,53.0,31.0,17.0,70.0,-7.152557373046875e-07,13.0
981,tket,50.0,5.0,qubits/i_40_num_qubits_5,49.0,25.0,7.0,56.0,-0.0513303279876709,12.0
982,qiskit,50.0,5.0,qubits/i_40_num_qubits_5,53.0,31.0,17.0,70.0,-0.018876075744628906,13.0
983,tpar,50.0,5.0,qubits/i_40_num_qubits_5,86.0,56.0,9.0,95.0,-0.08302545547485352,50.0
984,voqc,50.0,5.0,qubits/i_40_num_qubits_5,70.0,40.0,9.0,79.0,-0.10760736465454102,13.0
985,qfast,50.0,5.0,qubits/i_40_num_qubits_5,123.0,156.0,159.0,282.0,-349.21166801452637,41.0
986,pyzx,50.0,5.0,qubits/i_40_num_qubits_5,58.0,42.0,7.0,65.0,-0.07426619529724121,30.0
987,default,50.0,5.0,qubits/i_41_num_qubits_5,58.0,29.0,14.0,72.0,-7.152557373046875e-07,10.0
988,tket,50.0,5.0,qubits/i_41_num_qubits_5,54.0,27.0,12.0,66.0,-0.052057743072509766,10.0
989,qiskit,50.0,5.0,qubits/i_41_num_qubits_5,58.0,29.0,14.0,72.0,-0.017201662063598633,10.0
990,tpar,50.0,5.0,qubits/i_41_num_qubits_5,76.0,58.0,12.0,88.0,-0.07717680931091309,37.0
991,voqc,50.0,5.0,qubits/i_41_num_qubits_5,75.0,31.0,12.0,87.0,-0.10755372047424316,10.0
992,qfast,50.0,5.0,qubits/i_41_num_qubits_5,198.0,267.0,256.0,454.0,-2574.35582947731,66.0
993,pyzx,50.0,5.0,qubits/i_41_num_qubits_5,64.0,48.0,12.0,76.0,-0.0713953971862793,29.0
994,default,50.0,5.0,qubits/i_42_num_qubits_5,74.0,30.0,4.0,78.0,-4.76837158203125e-07,16.0
995,tket,50.0,5.0,qubits/i_42_num_qubits_5,47.0,25.0,2.0,49.0,-0.055388450622558594,11.0
996,qiskit,50.0,5.0,qubits/i_42_num_qubits_5,74.0,30.0,4.0,78.0,-0.019861936569213867,16.0
997,tpar,50.0,5.0,qubits/i_42_num_qubits_5,79.0,36.0,2.0,81.0,-0.07607293128967285,28.0
998,voqc,50.0,5.0,qubits/i_42_num_qubits_5,79.0,37.0,2.0,81.0,-0.1670522689819336,16.0
999,qfast,50.0,5.0,qubits/i_42_num_qubits_5,81.0,96.0,109.0,190.0,-135.33342719078064,27.0
1000,pyzx,50.0,5.0,qubits/i_42_num_qubits_5,49.0,36.0,2.0,51.0,-0.06554436683654785,29.0
1001,default,50.0,5.0,qubits/i_43_num_qubits_5,55.0,25.0,15.0,70.0,-4.76837158203125e-07,12.0
1002,tket,50.0,5.0,qubits/i_43_num_qubits_5,46.0,25.0,5.0,51.0,-0.05228996276855469,11.0
1003,qiskit,50.0,5.0,qubits/i_43_num_qubits_5,55.0,25.0,15.0,70.0,-0.01756763458251953,12.0
1004,tpar,50.0,5.0,qubits/i_43_num_qubits_5,104.0,67.0,5.0,109.0,-0.14398956298828125,62.0
1005,voqc,50.0,5.0,qubits/i_43_num_qubits_5,78.0,33.0,5.0,83.0,-0.10583901405334473,12.0
1006,qfast,50.0,5.0,qubits/i_43_num_qubits_5,93.0,123.0,125.0,218.0,-357.92486596107483,31.0
1007,pyzx,50.0,5.0,qubits/i_43_num_qubits_5,56.0,40.0,5.0,61.0,-0.06916642189025879,29.0
1008,default,50.0,5.0,qubits/i_44_num_qubits_5,65.0,31.0,11.0,76.0,-4.76837158203125e-07,15.0
1009,tket,50.0,5.0,qubits/i_44_num_qubits_5,44.0,22.0,5.0,49.0,-0.05371379852294922,12.0
1010,qiskit,50.0,5.0,qubits/i_44_num_qubits_5,65.0,31.0,11.0,76.0,-0.020984888076782227,15.0
1011,tpar,50.0,5.0,qubits/i_44_num_qubits_5,84.0,55.0,5.0,89.0,-0.1429901123046875,47.0
1012,voqc,50.0,5.0,qubits/i_44_num_qubits_5,77.0,38.0,5.0,82.0,-0.10858869552612305,15.0
1013,qfast,50.0,5.0,qubits/i_44_num_qubits_5,102.0,104.0,138.0,240.0,-245.34365487098694,34.0
1014,pyzx,50.0,5.0,qubits/i_44_num_qubits_5,55.0,41.0,5.0,60.0,-0.06982278823852539,24.0
1015,default,50.0,5.0,qubits/i_45_num_qubits_5,65.0,26.0,11.0,76.0,-4.76837158203125e-07,11.0
1016,tket,50.0,5.0,qubits/i_45_num_qubits_5,52.0,28.0,9.0,61.0,-0.05282926559448242,10.0
1017,qiskit,50.0,5.0,qubits/i_45_num_qubits_5,65.0,26.0,11.0,76.0,-0.07887530326843262,11.0
1018,tpar,50.0,5.0,qubits/i_45_num_qubits_5,72.0,39.0,9.0,81.0,-0.07513070106506348,24.0
1019,voqc,50.0,5.0,qubits/i_45_num_qubits_5,87.0,44.0,9.0,96.0,-0.11032462120056152,11.0
1020,qfast,50.0,5.0,qubits/i_45_num_qubits_5,60.0,79.0,78.0,138.0,-37.32145285606384,20.0
1021,pyzx,50.0,5.0,qubits/i_45_num_qubits_5,49.0,34.0,9.0,58.0,-0.06766080856323242,24.0
1022,default,50.0,5.0,qubits/i_46_num_qubits_5,59.0,25.0,9.0,68.0,-4.76837158203125e-07,12.0
1023,tket,50.0,5.0,qubits/i_46_num_qubits_5,37.0,19.0,5.0,42.0,-0.10957002639770508,7.0
1024,qiskit,50.0,5.0,qubits/i_46_num_qubits_5,55.0,21.0,9.0,64.0,-0.016791105270385742,8.0
1025,tpar,50.0,5.0,qubits/i_46_num_qubits_5,67.0,37.0,5.0,72.0,-0.07397294044494629,33.0
1026,voqc,50.0,5.0,qubits/i_46_num_qubits_5,63.0,30.0,5.0,68.0,-0.10198640823364258,8.0
1027,qfast,50.0,5.0,qubits/i_46_num_qubits_5,48.0,55.0,66.0,114.0,-26.66756844520569,16.0
1028,pyzx,50.0,5.0,qubits/i_46_num_qubits_5,32.0,25.0,5.0,37.0,-0.058214426040649414,11.0
1029,default,50.0,5.0,qubits/i_47_num_qubits_5,63.0,31.0,11.0,74.0,-4.76837158203125e-07,15.0
1030,tket,50.0,5.0,qubits/i_47_num_qubits_5,45.0,31.0,7.0,52.0,-0.11184549331665039,12.0
1031,qiskit,50.0,5.0,qubits/i_47_num_qubits_5,63.0,31.0,11.0,74.0,-0.01736593246459961,15.0
1032,tpar,50.0,5.0,qubits/i_47_num_qubits_5,76.0,48.0,7.0,83.0,-0.07934808731079102,42.0
1033,voqc,50.0,5.0,qubits/i_47_num_qubits_5,88.0,49.0,7.0,95.0,-0.11120724678039551,13.0
1034,qfast,50.0,5.0,qubits/i_47_num_qubits_5,147.0,176.0,189.0,336.0,-822.5783083438873,49.0
1035,pyzx,50.0,5.0,qubits/i_47_num_qubits_5,61.0,45.0,7.0,68.0,-0.0688776969909668,33.0
1036,default,50.0,5.0,qubits/i_48_num_qubits_5,67.0,33.0,13.0,80.0,-4.76837158203125e-07,9.0
1037,tket,50.0,5.0,qubits/i_48_num_qubits_5,38.0,18.0,7.0,45.0,-0.049907684326171875,7.0
1038,qiskit,50.0,5.0,qubits/i_48_num_qubits_5,67.0,33.0,13.0,80.0,-0.017867326736450195,9.0
1039,tpar,50.0,5.0,qubits/i_48_num_qubits_5,72.0,43.0,7.0,79.0,-0.07588481903076172,30.0
1040,voqc,50.0,5.0,qubits/i_48_num_qubits_5,81.0,33.0,7.0,88.0,-0.10642480850219727,7.0
1041,qfast,50.0,5.0,qubits/i_48_num_qubits_5,54.0,60.0,74.0,128.0,-40.599934577941895,18.0
1042,pyzx,50.0,5.0,qubits/i_48_num_qubits_5,35.0,20.0,7.0,42.0,-0.06377243995666504,12.0
1043,default,50.0,5.0,qubits/i_49_num_qubits_5,53.0,23.0,15.0,68.0,-4.76837158203125e-07,11.0
1044,tket,50.0,5.0,qubits/i_49_num_qubits_5,37.0,20.0,5.0,42.0,-0.04962444305419922,10.0
1045,qiskit,50.0,5.0,qubits/i_49_num_qubits_5,53.0,23.0,15.0,68.0,-0.015912294387817383,11.0
1046,tpar,50.0,5.0,qubits/i_49_num_qubits_5,59.0,38.0,5.0,64.0,-0.07248067855834961,32.0
1047,voqc,50.0,5.0,qubits/i_49_num_qubits_5,69.0,28.0,5.0,74.0,-0.10301399230957031,11.0
1048,qfast,50.0,5.0,qubits/i_49_num_qubits_5,57.0,54.0,77.0,134.0,-28.80060577392578,19.0
1049,pyzx,50.0,5.0,qubits/i_49_num_qubits_5,47.0,27.0,5.0,52.0,-0.06155276298522949,25.0
